Price_Category,Car_Name,Actual_Price,Mileage,Engine,Seating_Capacity,Image_URL,Car_type,overview,overview_clean,Price_Num
50 Lakh - 1 Crore,BMW Z4,8790000,8.5 kmpl,2998 cc,2 seater,https://s1.cdn.autoevolution.com/images/news/gallery/2020-bmw-z4-roadster-shows-stunning-details-in-new-photo-shoot_5.jpg,Petrol/Diesel,50 Lakh - 1 Crore BMW Z4 8790000 8.5 kmpl 2998 cc 2 seater Petrol/Diesel,50 lakh 1 crore bmw z4 8790000 8 5 kmpl 2998 cc 2 seater petrol diesel,8790000.0
50 Lakh - 1 Crore,BMW X3,7120000,17.86 kmpl,1998 cc,5 seater,https://media.ed.edmunds-media.com/bmw/x3/2022/oem/2022_bmw_x3_4dr-suv_xdrive30i_fq_oem_1_1280.jpg,Petrol/Diesel,50 Lakh - 1 Crore BMW X3 7120000 17.86 kmpl 1998 cc 5 seater Petrol/Diesel,50 lakh 1 crore bmw x3 7120000 17 86 kmpl 1998 cc 5 seater petrol diesel,7120000.0
50 Lakh - 1 Crore,Mercedes-Benz C-Class,5865000,23 kmpl,1999 cc,5 seater,https://www.topgear.com/sites/default/files/2021/11/Mercedes_C300D_0000.jpg,Petrol/Diesel,50 Lakh - 1 Crore Mercedes-Benz C-Class 5865000 23 kmpl 1999 cc 5 seater Petrol/Diesel,50 lakh 1 crore mercedes benz c class 5865000 23 kmpl 1999 cc 5 seater petrol diesel,5865000.0
50 Lakh - 1 Crore,Mercedes-Benz GLC,7395000,19.4 kmpl,1999 cc,5 seater,https://www.carscoops.com/wp-content/uploads/2019/09/acc0048b-2020-mercedes-benz-glc-suv-coupe-australia-0.jpg,Petrol/Diesel,50 Lakh - 1 Crore Mercedes-Benz GLC 7395000 19.4 kmpl 1999 cc 5 seater Petrol/Diesel,50 lakh 1 crore mercedes benz glc 7395000 19 4 kmpl 1999 cc 5 seater petrol diesel,7395000.0
50 Lakh - 1 Crore,Jeep Wrangler,6408000,11.4 kmpl,1995 cc,5 seater,https://media.ed.edmunds-media.com/jeep/wrangler/2024/oem/2024_jeep_wrangler_convertible-suv_rubicon-392-final-edition_fq_oem_1_1600.jpg,Petrol/Diesel,50 Lakh - 1 Crore Jeep Wrangler 6408000 11.4 kmpl 1995 cc 5 seater Petrol/Diesel,50 lakh 1 crore jeep wrangler 6408000 11 4 kmpl 1995 cc 5 seater petrol diesel,6408000.0
50 Lakh - 1 Crore,BMW 3 Series,7284999.999999999,13.02 kmpl,2998 cc,5 seater,https://i.gaw.to/vehicles/photos/34/43/344397-2020-bmw-3-series.jpg,Petrol/Diesel,50 Lakh - 1 Crore BMW 3 Series 7284999.999999999 13.02 kmpl 2998 cc 5 seater Petrol/Diesel,50 lakh 1 crore bmw 3 series 7284999 999999999 13 02 kmpl 2998 cc 5 seater petrol diesel,7284999.999999999
50 Lakh - 1 Crore,Audi A6,6374000,14.11 kmpl,1984 cc,5 seater,https://media.ed.edmunds-media.com/audi/a6/2022/oem/2022_audi_a6_sedan_prestige_fq_oem_1_1280.jpg,Petrol/Diesel,50 Lakh - 1 Crore Audi A6 6374000 14.11 kmpl 1984 cc 5 seater Petrol/Diesel,50 lakh 1 crore audi a6 6374000 14 11 kmpl 1984 cc 5 seater petrol diesel,6374000.0
50 Lakh - 1 Crore,Kia EV6,6597000,663 km,84 kWh,5 seater,https://www.kia.com/content/dam/kia/us/en/vehicles/ev6/2023/mep/in-page-gallery/kia_EV6_2023_asset-carousel-5.jpg,Electric,50 Lakh - 1 Crore Kia EV6 6597000 663 km 84 kWh 5 seater Electric,50 lakh 1 crore kia ev6 6597000 663 km 84 kwh 5 seater electric,6597000.0
50 Lakh - 1 Crore,Range Rover Evoque,6486000,12.82 kmpl,1997 cc,5 seater,https://www.hdcarwallpapers.com/walls/range_rover_evoque_p300e_s_2020_4k_4-HD.jpg,Petrol/Diesel,50 Lakh - 1 Crore Range Rover Evoque 6486000 12.82 kmpl 1997 cc 5 seater Petrol/Diesel,50 lakh 1 crore range rover evoque 6486000 12 82 kmpl 1997 cc 5 seater petrol diesel,6486000.0
Above 1 Crore,Defender,9800000,14.01 kmpl,5000 cc,6 seater,https://www.hdcarwallpapers.com/download/land_rover_defender_90_p400_x_2020_4k-2560x1440.jpg,Petrol/Diesel,Above 1 Crore Defender 9800000 14.01 kmpl 5000 cc 6 seater Petrol/Diesel,above 1 crore defender 9800000 14 01 kmpl 5000 cc 6 seater petrol diesel,9800000.0
Above 1 Crore,Range Rover,231000,13.16 kmpl,4395 cc,5 seater,https://www.carstudiomohali.com/wp-content/uploads/2023/11/Range-Rover-Price-in-India.jpg,Petrol/Diesel,Above 1 Crore Range Rover 231000 13.16 kmpl 4395 cc 5 seater Petrol/Diesel,above 1 crore range rover 231000 13 16 kmpl 4395 cc 5 seater petrol diesel,231000.0
Above 1 Crore,BMW M5,200999.99999999997,49.75 kmpl,4395 cc,5 seater,https://www.hdcarwallpapers.com/download/2018_bmw_m5-1920x1080.jpg,Petrol/Diesel,Above 1 Crore BMW M5 200999.99999999997 49.75 kmpl 4395 cc 5 seater Petrol/Diesel,above 1 crore bmw m5 200999 99999999997 49 75 kmpl 4395 cc 5 seater petrol diesel,200999.99999999997
Above 1 Crore,Toyota Land Cruiser 300,216000,11 kmpl,3346 cc,5 seater,https://images2.alphacoders.com/116/1162012.jpg,Petrol/Diesel,Above 1 Crore Toyota Land Cruiser 300 216000 11 kmpl 3346 cc 5 seater Petrol/Diesel,above 1 crore toyota land cruiser 300 216000 11 kmpl 3346 cc 5 seater petrol diesel,216000.0
Above 1 Crore,Toyota Vellfire,120000,16 kmpl,2487 cc,7 seater,https://imgk.timesnownews.com/story/Toyota_Vellfire_lead.jpg,Petrol/Diesel,Above 1 Crore Toyota Vellfire 120000 16 kmpl 2487 cc 7 seater Petrol/Diesel,above 1 crore toyota vellfire 120000 16 kmpl 2487 cc 7 seater petrol diesel,120000.0
Above 1 Crore,Mercedes-Benz GLS,132000,12 kmpl,2999 cc,7 seater,https://paultan.org/image/2019/04/X167-Mercedes-Benz-GLS-1-e1555567426205.jpg,Petrol/Diesel,Above 1 Crore Mercedes-Benz GLS 132000 12 kmpl 2999 cc 7 seater Petrol/Diesel,above 1 crore mercedes benz gls 132000 12 kmpl 2999 cc 7 seater petrol diesel,132000.0
Above 1 Crore,Lamborghini Urus,418000,5.5 kmpl,3999 cc,5 seater,https://www.hdcarwallpapers.com/walls/mansory_lamborghini_urus_2020_5k-HD.jpg,Petrol/Diesel,Above 1 Crore Lamborghini Urus 418000 5.5 kmpl 3999 cc 5 seater Petrol/Diesel,above 1 crore lamborghini urus 418000 5 5 kmpl 3999 cc 5 seater petrol diesel,418000.0
Above 1 Crore,BMW X7,125000,14.31 kmpl,2998 cc,6 seater,https://www.hdcarwallpapers.com/download/bmw_x7_m60i_xdrive_2022_5k_2-2560x1440.jpg,Petrol/Diesel,Above 1 Crore BMW X7 125000 14.31 kmpl 2998 cc 6 seater Petrol/Diesel,above 1 crore bmw x7 125000 14 31 kmpl 2998 cc 6 seater petrol diesel,125000.0
Above 1 Crore,BMW X5,9370000,12 kmpl,2998 cc,5 seater,https://www.hdcarwallpapers.com/walls/bmw_x5_xdrive40i_2018_4k-HD.jpg,Petrol/Diesel,Above 1 Crore BMW X5 9370000 12 kmpl 2998 cc 5 seater Petrol/Diesel,above 1 crore bmw x5 9370000 12 kmpl 2998 cc 5 seater petrol diesel,9370000.0
Above 1 Crore,Porsche 911,200000,10.64 kmpl,3996 cc,4 seater,https://www.hdcarwallpapers.com/walls/porsche_911_carrera_4s_2019_4k_11-HD.jpg,Petrol/Diesel,Above 1 Crore Porsche 911 200000 10.64 kmpl 3996 cc 4 seater Petrol/Diesel,above 1 crore porsche 911 200000 10 64 kmpl 3996 cc 4 seater petrol diesel,200000.0
Above 1 Crore,Range Rover Sport,138000,,4395 cc,5 seater,https://wallpaperaccess.com/full/2103870.jpg,Petrol/Diesel,Above 1 Crore Range Rover Sport 138000 4395 cc 5 seater Petrol/Diesel,above 1 crore range rover sport 138000 4395 cc 5 seater petrol diesel,138000.0
Above 1 Crore,BMW M2,100000,10.19 kmpl,2993 cc,4 seater,http://luxurycarmagazine-28b0.kxcdn.com/wp-content/uploads/2019/11/2020-BMW-M2-CS-Coupe-14868.jpg,Petrol/Diesel,Above 1 Crore BMW M2 100000 10.19 kmpl 2993 cc 4 seater Petrol/Diesel,above 1 crore bmw m2 100000 10 19 kmpl 2993 cc 4 seater petrol diesel,100000.0
Above 1 Crore,Porsche Cayenne,139000,10.8 kmpl,2894 cc,4 seater,https://www.hdwallpapers.in/download/porsche_cayenne_turbo_s_e_hybrid_coupe_2020_4k_hd_cars-HD.jpg,Petrol/Diesel,Above 1 Crore Porsche Cayenne 139000 10.8 kmpl 2894 cc 4 seater Petrol/Diesel,above 1 crore porsche cayenne 139000 10 8 kmpl 2894 cc 4 seater petrol diesel,139000.0
Above 1 Crore,Mercedes-Benz S-Class,178000,18 kmpl,2999 cc,5 seater,https://parkers-images.bauersecure.com/gallery-image/pagefiles/317963/1752x1168/mercedes_sclass_050.jpg,Petrol/Diesel,Above 1 Crore Mercedes-Benz S-Class 178000 18 kmpl 2999 cc 5 seater Petrol/Diesel,above 1 crore mercedes benz s class 178000 18 kmpl 2999 cc 5 seater petrol diesel,178000.0
Above 1 Crore,Rolls-Royce Phantom,899000,9.8 kmpl,6749 cc,5 seater,https://car-images.bauersecure.com/wp-images/157305/phantom_030.jpg,Petrol/Diesel,Above 1 Crore Rolls-Royce Phantom 899000 9.8 kmpl 6749 cc 5 seater Petrol/Diesel,above 1 crore rolls royce phantom 899000 9 8 kmpl 6749 cc 5 seater petrol diesel,899000.0
Above 1 Crore,Land Rover Discovery,125000,12.37 kmpl,2997 cc,7 seater,https://media.cdn-jaguarlandrover.com/api/v2/images/96716/w/1600.jpg,Petrol/Diesel,Above 1 Crore Land Rover Discovery 125000 12.37 kmpl 2997 cc 7 seater Petrol/Diesel,above 1 crore land rover discovery 125000 12 37 kmpl 2997 cc 7 seater petrol diesel,125000.0
Above 1 Crore,BMW M4 Competition,152000,9.7 kmpl,2993 cc,4 seater,https://www.hdcarwallpapers.com/download/bmw_m4_competition_2020_4k-3840x2160.jpg,Petrol/Diesel,Above 1 Crore BMW M4 Competition 152000 9.7 kmpl 2993 cc 4 seater Petrol/Diesel,above 1 crore bmw m4 competition 152000 9 7 kmpl 2993 cc 4 seater petrol diesel,152000.0
Above 1 Crore,Mercedes-Benz Maybach GLS,317000,10 kmpl,3982 cc,5 seater,https://media.ed.edmunds-media.com/mercedes-benz/maybach-gls/2021/oem/2021_mercedes-benz_maybach-gls_4dr-suv_gls-600_fq_oem_1_1280.jpg,Petrol/Diesel,Above 1 Crore Mercedes-Benz Maybach GLS 317000 10 kmpl 3982 cc 5 seater Petrol/Diesel,above 1 crore mercedes benz maybach gls 317000 10 kmpl 3982 cc 5 seater petrol diesel,317000.0
Above 1 Crore,BMW XM,254999.99999999997,61.9 kmpl,4395 cc,5 seater,https://images.carexpert.com.au/resize/3000/-/app/uploads/2022/09/2023-bmw-xm-54.jpg,Petrol/Diesel,Above 1 Crore BMW XM 254999.99999999997 61.9 kmpl 4395 cc 5 seater Petrol/Diesel,above 1 crore bmw xm 254999 99999999997 61 9 kmpl 4395 cc 5 seater petrol diesel,254999.99999999997
Above 1 Crore,BMW M8 Coupe Competition,238000,8.7 kmpl,4395 cc,5 seater,https://www.bmw.in/content/dam/bmw/marketIN/bmw_in/all-models/m-series/M8-competition/m8-competition-coupe-header.jpg,Petrol/Diesel,Above 1 Crore BMW M8 Coupe Competition 238000 8.7 kmpl 4395 cc 5 seater Petrol/Diesel,above 1 crore bmw m8 coupe competition 238000 8 7 kmpl 4395 cc 5 seater petrol diesel,238000.0
Above 1 Crore,Mercedes-Benz GLE,9615000,16 kmpl,2999 cc,5 seater,https://www.hdcarwallpapers.com/walls/mercedes_benz_gle_450_4matic_amg_line_2019_4k-HD.jpg,Petrol/Diesel,Above 1 Crore Mercedes-Benz GLE 9615000 16 kmpl 2999 cc 5 seater Petrol/Diesel,above 1 crore mercedes benz gle 9615000 16 kmpl 2999 cc 5 seater petrol diesel,9615000.0
